title,overview,query,retriever
All That Is Sacred,"In the late 60's a group of poets, writers, and musicians descended upon Key West to pursue their love of literature and fishing (and cocaine and acid). Initiated by Tom McGuane - the prodigal son of American Literature of the 1970s - his friends Jim Harrison, Richard Brautigan, Russell Chatham, and Jimmy Buffett soon joined, creating some of the best art of their generation.",What are some movies about Europe in the 1960s?,theme
Spede,"The story about the life and career of Pertti 'Spede' Pasanen, it traces the iconic entertainer's most innovative phase of filmmaking. The film sheds light on behind-the-scenes events from the late 1960s to the birth story and popularity of Uuno Turhapuro, and Spede's tireless fight for the entertainment industry against the artistic film circles of the time.",What are some movies about Europe in the 1960s?,theme
Cart Return,"""Melanie is just too busy and self-absorbed and refuses to return her shopping cart, leading to an unfortunate turn of events when she's transported directly into a 1960's Hitchcock-like thriller.""",What are some movies about Europe in the 1960s?,theme
Anibal's Paradise,"Aníbal Alencastro worked in different cinemas in Mato Grosso in the 1950s and 1960s. Now, he recalls stories related to the job of projectionist.",What are some movies about Europe in the 1960s?,theme
Holy Family,"In a Slavonian village, in 1960s, a rich man Marko offers Janja to marry his son Iva, which Janja sees as the perfect opportunity for her dreams to come true.",What are some movies about Europe in the 1960s?,theme
30 Kilometres per Second,"The narrator of the film was diagnosed with proprioception disorder by her physiotherapist: She lacks a normal awareness of her body in space and thus a reference to the world around her. Dancing as a therapy might help. Instead, she takes a ghost train into Finland’s television history, to the 1960s, when ordinances forbade spontaneous dancing because of a Medieval decree.",What are some movies about Europe in the 1960s?,theme
Photosynthesis,Photosynthesis takes the viewer on a 3D journey in the form of a 1960s perceptual art-inspired experience.,What are some movies about Europe in the 1960s?,theme
"Onódy, a hatvanas évek császára","In the mid-1960s, the Communist Party saw that the time had come to attack some of the key figures of domestic economic life, showing the country and the world who was the master of the house. Lajos Onódy, the successful catering industry manager, was selected for the main role of the showcase trial.",What are some movies about Europe in the 1960s?,theme
This Is Ours,"Trapped in a 1960's facility evaluating children for potential citizenship, two girls are faced with the question of human value. While their competitive conditioning sets them against each other, one’s rebellion disrupts everything and sparks a connection that neither will forget.",What are some movies about Europe in the 1960s?,theme
Der Funker,"The young adult Emil grows up in a conservative family in a small town in the 1960s. Because his father wants to make him a ""real man,"" it is not easy for Emil to accept his own personality and therefore homosexuality. He only finds refuge in art, mainly painting.",What are some movies about Europe in the 1960s?,theme
The Man from Nowhere,"In the 1960s, a Soviet spacecraft crashed, and the cosmonaut wakes up in Moscow in 2023.",What are some movies about Europe in the 1960s?,theme
Richland Descending,"Richland Descending is based on a Gerhard Richter painting and the stag films produced in Mansfield, Ohio in the late 1960s.",What are some movies about Europe in the 1960s?,theme
He Went That Way,"Set in 1964, a three-day journey along Route 66 begins when Bobby Falls, a 19-year-old serial killer, hitches a ride with Jim Goodwin, a celebrity animal handler travelling with his precious cargo: his TV chimpanzee, Spanky.",What are some movies about Europe in the 1960s?,theme
Lady with Lipstick,"Archival footage of a family turns into the poignant testimony of a woman who sees herself fifty years later. The director’s grandmother, now aged, shares her memories about life as a woman, the hopefulness of the 1960s, and the changing landscape of a town in the south of Italy troubled by a polluting steel mill. As the past is fading, remembering becomes seeing for the first time.",What are some movies about Europe in the 1960s?,theme
The Red Vanity Case,The filmmaker's mother recalls her own mother and childhood in the 1960s bouncing between Mexico and California. Her mother's small red vanity case becomes a symbol of her independence as a woman and also of her inaccessibility as a maternal figure. A deeply relatable story about growing up with an unconventional single mother.,What are some movies about Europe in the 1960s?,theme
Child No. 182,Child No. 182 is a documentary film about child protection practices in Finland in the 60s and 70s. It tells the story of a little girl who is placed from orphanages to summer colonies and foster homes. The film is based on the reports of social service officials and other authorities and is shot mainly on 8mm film. Director Camilla Roos makes a deep dive into her own childhood from her birth to when she was 8 years old.,What are some movies about Europe in the 1960s?,theme
Housewife of the Year,"It was a different time! The female contestants on an Irish TV show with an iconic gentleman host look back on a beige-coloured chapter in TV history. More than entertaining kitsch, and with some delightfully quick-witted ladies in the winning role.",What are some movies about Europe in the 1960s?,theme
The Movie Emperor,"In an attempt to win back the public's interest, has-been Hong Kong film star Lau Wai-chi makes a comeback film with a major director. To prepare for his role as a peasant farmer in the 1960s, he travels to the mainland China countryside to experience rural life there, but his arrogance triggers a series of farces.",What are some movies about Europe in the 1960s?,theme
Jokes & Cigarettes,"Barcelona, Spain, in the late sixties. Eugenio, a young jeweler who has fallen in love with Conchita, a singer, to the point of learning to play the guitar to accompany her in her performances, will first have to learn to overcome his stage fright.",What are some movies about Europe in the 1960s?,theme
Burnt Flowers,"Following a visit from a mysterious femme fatale, detective Francis Alban finds herself embroiled in a missing persons case in which all is not what it seems. The trail leads her to a 1960s serial killer who was never caught and a violent gangster. As Detective Alban delves deeper into the criminal underbelly of Swinging Sixties London, will she uncover more about herself than she is willing to face? Past crimes, revenge and obsessive love collide in this haunting and surreal Horror-Noir.",What are some movies about Europe in the 1960s?,theme
Yesterday,"A documentary about the rock pioneers and legendary rock bands of the 1960s-1970s in Lithuania, an era that brought with it the extraordinary power of youth, the hunger for new ideas, the infinite thirst for freedom and the love of music.",What are some movies about Europe in the 1960s?,theme
Я тебя люблю — Je t'aime,Did not match context,What are some movies about Europe in the 1960s?,theme
The First Women,The documentary presents a group of women who are close to the 60s and share a common past: they were the base of the first women’s soccer team in Brazil.,What are some movies about Europe in the 1960s?,theme
Sea-64,"Portugal in the 60’s. A young country woman finds an intriguing object in the fields: a television set. She decides to take it home, soon to become, with her boyfriend, bewitched by it. With a growing power coming from the tv set, they are consumed in a hypnotic ordeal with tragical consequences.",What are some movies about Europe in the 1960s?,theme
Nuovo Olimpo,"In 1970s Rome, a casual encounter between Enea and Pietro at a movie theater turns into an unforgettable romance — until destiny pulls them apart.",What are some movies about Europe in the 1960s?,theme
Elsa Barberis,"Ticino is not the epicentre of fashion, but between the 1930s and the 1960s, it had a fashion designer who achieved national and international success. The Luganese Elsa Barberis dressed the modern woman taking shape in those years, anticipating and inspiring the fashion of the decades to follow. But all this was not enough. Elsa has been completely forgotten by our memory. How is it possible that a talented figure like hers fell into oblivion so quickly?",What are some movies about Europe in the 1960s?,theme
Together With Lorenza Mazzetti,"Brighid Lowe’s new, intimate documentary, made with Henry K. Miller, builds around candid interviews with Mazzetti herself, to provide new insights about the Italian’s life of love and trauma and the unparalleled efforts she expended to make films in 1950s London.",What are some movies about Europe in the 1960s?,theme
Wedding on the Execution Ground,"After 40 years, a retired actress from the 1960s Chinese propaganda play “Wedding on the Execution Ground”, decides to reunite with her first love, the lead actor from the play.",What are some movies about Europe in the 1960s?,theme
Together 99,"A group of very different individuals who in 1975 lived in a commune called ""Together"". Now it is 1999, and the collective has turned into the world's smallest. The commune consists of only two people - Göran and Klasse. Feeling a bit lonely, the idea occurs of a reunion with their old friends.",What are some movies about Europe in the 1960s?,theme
Pepi Fandango,"Peter Perez (aka Pepi), a Viennese Holocaust survivor, and his musician friend Alfred head on a road trip across Europe in search of music. Pepi wants to write his fandango, a song in a flamenco style that haunts him to this day.",What are some movies about Europe in the 1960s?,theme_group
Lex Barker - Westernheld und Playboy,"He is the most sought-after man in Europe in the 1960s. Lex Barker embodies the flawless hero in his films and, as Old Shatterhand, becomes a role model for generations of fans. Revered in Europe, misunderstood and almost forgotten in his native America. But who was this American who rode through Yugoslavia in a leather costume for the European audience? In 1973, Lex Barker died of a heart attack on the streets of Manhattan in New York. But no one recognizes the man who was Tarzan in Hollywood. Nobody knows him or cares about that he, as Winnetou's friend, is revered as an icon in Europe. Lex Barker's European western adventures are just a footnote in American film history. On the occasion of the 50th anniversary of his death, the documentary tells the story of one of the most beautiful men who ever flickered across Europe's cinema screens, for whom European cinema proved to be a stroke of luck and for whom a failed Hollywood career took him via Italy to Germany.",What are some movies about Europe in the 1960s?,theme_group
Europe since Maastricht - A Journey through the Continent,"How has the life of European Union citizens changed since the Maastricht Treaty came into force thirty years ago, on 1 November 1993? Documentary filmmaker, David Holland, born the same year as Maastricht travels the length and breadth of the continent by rail to find out.",What are some movies about Europe in the 1960s?,theme_group
The Outpost,"Christopher Clark was an eco-warrior, a remarkable Scotsman who created his own personal Outpost of progress in the heart of the Amazonian rainforest. It was the model for a utopian society based on the perfect balance between nature and technology, protected and run by the inhabitants of the forest. Unfortunately, the situation got worse year by year, and in the film, a new huge wildfire now threatens to destroy the Outpost. Chris takes a gamble and decides to pit an equally spectacular event against the destruction of the forest: a Pink Floyd concert inside the green inferno, as a way to convince the Brazilian government to set up a nature reserve. To a dreamer like him, anything is possible, and he may well be right: in a world careening towards the apocalypse, being a bit crazy is the only form of resistance there is. But can we really save the rainforest? We, the children of the same capitalist system that is destroying it?",What are some movies set in the Amazon rain forest?,movie
Lost Brother,"Deep in the Amazon rainforest, there is a mysterious tree that houses a lonely spirit that can lure small children into the forest where they will never be seen again. Two sisters play with a small spider, as if it was their long lost brother – a dance between captivity and protection. And a flock of vultures circle the sky, eagerly waiting for their next meal.",What are some movies set in the Amazon rain forest?,movie
I am the nature,A poetic perspective on the environment from the Achuar peoples of the Amazon Rainforest.,What are some movies set in the Amazon rain forest?,movie
"Forest, a garden we cultivate",This film offers new perspectives on the relationship between the forest and Indigenous communities and the role they play in the fight against the climate crisis.,What are some movies set in the Amazon rain forest?,movie
Bye Bye Amazônia,Neville D'Almeida’s “Bye Bye Amazônia” tackles on the problems that plague the world’s biggest rainforest and its native people.,What are some movies set in the Amazon rain forest?,movie
The Lumberjack,"When Beatriz found out an illicit timber trade in the forest reserve, she is forced to seek refuge deep in the jungle to ensure her survival. However, as soon as she enters this wild world, she finds herself facing an even more terrifying threat: a deranged woodcutter, on the verge of madness.",What are some movies set in the Amazon rain forest?,movie
The Mountain's Siege,A young Puerto Rican countryman gets chased by a mysterious creature in the middle of the rainforest.,What are some movies set in the Amazon rain forest?,movie
Our Children's River,"Across the Amazon, Indigenous guards are unarmed patrols that peacefully defend ancestral territories against threats like oil, mining and poaching. They use diverse technologies to monitor their lands, and when necessary, force out illegal operations and actors. Most of this daily work, which involves lengthy hikes and patient observation, goes unseen.  This film depicts the process of the Indigenous Guard: its patrols, its watchful vigilance over the landscape, and its support of the community. Their work as guards helps ensure that destruction in the Amazon doesn’t advance, and that their community has the vital space it needs to live life on their own terms.",What are some movies set in the Amazon rain forest?,movie
"Backlands, America","Creating a national park in the Brazilian state of Piauí dedicated to the preservation of what are apparently the first traces of human activity in the Americas has been archeologist Niède Guidon’s life work. SERTÃO, AMÉRICA is a contemporary take on a mythical territory of Brazilian cinema, once the cinematic realm of Glauber Rocha and other giants. The film pays a brief visit to the region, which is rendered in appropriately fragile analogue textures and deteriorated colours, as small fragments of the biographies of those who used to live there hover over the animal noises of the delicately crafted soundscape.",What are some movies set in the Amazon rain forest?,movie
The Third World After the Sun,"In the dense Colombian jungle, eras jump, genders blur and fluids flow freely. The rubber trees, tapped for their viscous sap, take on another connotation of kink while a 15th century European Missionary tries to tame what is inherently savage. In the thicket of trees, all things are wild, animalistic and queer.",What are some movies set in the Amazon rain forest?,movie
Autumn and the Black Jaguar,"Grown up in the Amazon rainforest, Autumn lives with Hope, the cute baby jaguar she adopted. However, a circumstance forces Autumn to return to New York. Autumn goes back into the jungle to save Hope from grave danger.",What are some movies set in the Amazon rain forest?,movie
The Outpost,"Christopher Clark was an eco-warrior, a remarkable Scotsman who created his own personal Outpost of progress in the heart of the Amazonian rainforest. It was the model for a utopian society based on the perfect balance between nature and technology, protected and run by the inhabitants of the forest. Unfortunately, the situation got worse year by year, and in the film, a new huge wildfire now threatens to destroy the Outpost. Chris takes a gamble and decides to pit an equally spectacular event against the destruction of the forest: a Pink Floyd concert inside the green inferno, as a way to convince the Brazilian government to set up a nature reserve. To a dreamer like him, anything is possible, and he may well be right: in a world careening towards the apocalypse, being a bit crazy is the only form of resistance there is. But can we really save the rainforest? We, the children of the same capitalist system that is destroying it?",What are some movies set in the Amazon rain forest?,theme
Our Children's River,"Across the Amazon, Indigenous guards are unarmed patrols that peacefully defend ancestral territories against threats like oil, mining and poaching. They use diverse technologies to monitor their lands, and when necessary, force out illegal operations and actors. Most of this daily work, which involves lengthy hikes and patient observation, goes unseen.  This film depicts the process of the Indigenous Guard: its patrols, its watchful vigilance over the landscape, and its support of the community. Their work as guards helps ensure that destruction in the Amazon doesn’t advance, and that their community has the vital space it needs to live life on their own terms.",What are some movies set in the Amazon rain forest?,theme
Lost Brother,"Deep in the Amazon rainforest, there is a mysterious tree that houses a lonely spirit that can lure small children into the forest where they will never be seen again. Two sisters play with a small spider, as if it was their long lost brother – a dance between captivity and protection. And a flock of vultures circle the sky, eagerly waiting for their next meal.",What are some movies set in the Amazon rain forest?,theme
Autumn and the Black Jaguar,"Grown up in the Amazon rainforest, Autumn lives with Hope, the cute baby jaguar she adopted. However, a circumstance forces Autumn to return to New York. Autumn goes back into the jungle to save Hope from grave danger.",What are some movies set in the Amazon rain forest?,theme
Eureka,"A cowboy arrives in a village in search of his daughter, a native policewoman arrests various offenders in a snowy landscape, while her niece, a basketball coach, reunites with her grandfather for a decisive journey that will shape her future, a bird flies through time and space and begins to enter the minds and dreams of a native tribe in a the Amazon forest.",What are some movies set in the Amazon rain forest?,theme
Menosfilme,"Collection of 3 short films: ""KCT"", ""Riofilme"" and ""Lei de Incentivo",What are some movies set in the Amazon rain forest?,theme
I Saw Three Black Lights,"A wise old man embarks on his final journey, entering the Colombian jungle to find a place to die. But the paramilitary soldiers who control the area endanger his peaceful transition to the realm of the dead.",What are some movies set in the Amazon rain forest?,theme
Dora and the Fantastical Creatures,"Dora and Boots embark on an incredible adventure to the land of alebrijes, the most magical and colorful creatures in the rainforest. There, they must band together against Swiper to save the beloved alebrijes and their Copal Tree Celebration.",What are some movies set in the Amazon rain forest?,theme
The Mountain's Siege,A young Puerto Rican countryman gets chased by a mysterious creature in the middle of the rainforest.,What are some movies set in the Amazon rain forest?,theme
Bye Bye Amazônia,Neville D'Almeida’s “Bye Bye Amazônia” tackles on the problems that plague the world’s biggest rainforest and its native people.,What are some movies set in the Amazon rain forest?,theme
Dora: Say Hola to Adventure!,"It’s Dora, the world’s most famous exploradora, like you’ve never seen her before! Join her and ALL her friends for BRAND NEW, magical adventures in the rainforest!",What are some movies set in the Amazon rain forest?,theme
Kinderen van Mavungu,"A film for the whole family! Kinderen van Mavungu (Mirjam Marks) is about the last primary school year of Yoseva, Kenny and Maticha in Pikin Slee, deep in the Surinamese rainforest. A mysterious world full of rituals and forest gods. The main forest god: Mavungu, who watches over the children in this exciting world full of snakes, piranhas and vine swinging. Featuring the voice of musician Typhoon.",What are some movies set in the Amazon rain forest?,theme
strip of eyelid finds its morning,The rainforest bears witness to life; life bears witness to the rainforest.,What are some movies set in the Amazon rain forest?,theme
Portrait of a Certain Orient,"At the end of the 1940s, Lebanon is sliding towards a devastating conflict. Catholic siblings Emilie and Emir decide to leave for Brazil. Aboard the ship to their new home, Emilie falls in love with Omar, a Muslim merchant. For an enraged and jealous Emir, the relationship is intolerable. As the story unfolds against the backdrop of the majestic rainforest, Emir’s actions and the choice that Emilie subsequently makes lead to disastrous consequences.",What are some movies set in the Amazon rain forest?,theme
Riki Rhino: The Bird Kingdom,"A fun, family adventure that follows a brave rhino named Riki and his duck friend Beni as they journey through tropical jungles to find a magic seed that will help save their home from a foreseen tsunami.",What are some movies set in the Amazon rain forest?,theme
This Is Not the End,"In an abandoned town in the Peruvian Amazon, the narrator ruminates on the things he wishes he had the courage to tell his parents.",What are some movies set in the Amazon rain forest?,theme
Chamán,The old Shaman makes his last trip to the Amazon jungle in search of a special beeswax for arrows that he learned to make when he had not yet been contacted by Western culture,What are some movies set in the Amazon rain forest?,theme
Letter from Peru,"My first love, Michaël, died at the age of 20, killed in the Peruvian jungle in the fall of 2000. 22 years later, I go for the first time to the Amazon, under the direction of Apichatpong Weerasethakul, to the place where Michi lost his life.",What are some movies set in the Amazon rain forest?,theme
Pimpi,The anecdotes lived with Pimpi conclude in a tragic experience for his family. The story takes place in a small town in the middle of the Colombian Pacific jungle. Past and present mix to form a story where the town and its inhabitants are witnesses of the struggle of black people.,What are some movies set in the Amazon rain forest?,theme
Immortal Species,"This thriller story begins when a herbal plant named“Chalawan” is sent to “Nava,” a senior botanical student, through the postal service. Wishing to learn about the origin of this rare “Chalawan” plant, he sets up a team of friends to travel through the jungles of the west to meet his cousin who discovered the “Chalawan” plant.",What are some movies set in the Amazon rain forest?,theme
Murchison Falls,"“Murchison Falls” is a groundbreaking 25-minute 360 VR film that transports the viewer into the heart of Uganda’s Murchison Falls National Park. This immersive experience showcases the park’s extraordinary beauty and its diverse ecosystem, where the Victoria Nile river flows through lush forests, savanna plains, and powerful waterfalls.",What are some movies set in the Amazon rain forest?,theme
The Handmade Jungle,"Upon stumbling across others bearing his name, Mat attempts to uncover the secret behind the creation of the jungle.",What are some movies set in the Amazon rain forest?,theme
Out of Jungle,"25 composers, 25 filmmakers, 25 ultimate symbioses of music and cinematography that fit completely within the DNA of Film Fest Gent and the World Soundtrack Awards. For the unique 2x25 project, the festival asked 25 composers to compose a short piece of music, after which 25 filmmakers made a short film. The result: 25 exceptional films where the music inspired the form, narrative and texture.",What are some movies set in the Amazon rain forest?,theme
Jungle,"A flock of flamingos has been flying over Bogota in the past few days. Nobody knows where the birds came from, but it's clear that they are lost. Julian is also lost: he has been working in a call centre for five years, living on autopilot, and feeling completely disconnected from life. A mysterious phone call at work pushes him to disappear without a trace. Jungle follows Julian's last days in Bogota, his interactions with the people who mean something to him, and his final journey towards oblivion.",What are some movies set in the Amazon rain forest?,theme
While there is still jungle left,"Amado cut down twenty-five trees a day during the seven years he was a feller. Yadira grew up believing that as a woman, her possibilities were restricted to the home, but her desire was to be independent. They both live in the province of Esmeraldas, near the Canandé River in the Ecuadorian Chocó lowlands. Despite living in a reality where sources of work are mainly extractive, both have found ways to conserve the jungle in which they live.",What are some movies set in the Amazon rain forest?,theme
Children of God,"Heart of Uganda. Mulajje, a jungle-surrounded town, receives the visit of foreigners from distant countries. Local community is exposed to AIDS, malaria and poverty. The documentary explores the siblinghood among human beings.",What are some movies set in the Amazon rain forest?,theme
Los Misticos,"In a remote village within a Peruvian jungle, a boy finds himself in between the natural world and the spirit world. Through this, he gains an acute awareness of the energy of his long lost ancestors.",What are some movies set in the Amazon rain forest?,theme
The Lumberjack,"When Beatriz found out an illicit timber trade in the forest reserve, she is forced to seek refuge deep in the jungle to ensure her survival. However, as soon as she enters this wild world, she finds herself facing an even more terrifying threat: a deranged woodcutter, on the verge of madness.",What are some movies set in the Amazon rain forest?,theme
The Third World After the Sun,"In the dense Colombian jungle, eras jump, genders blur and fluids flow freely. The rubber trees, tapped for their viscous sap, take on another connotation of kink while a 15th century European Missionary tries to tame what is inherently savage. In the thicket of trees, all things are wild, animalistic and queer.",What are some movies set in the Amazon rain forest?,theme
The Jungle Bunch: Operation Meltdown,The team's latest adventure will take them across the world and the seven seas to discover the cure to their jungle's sickness.,What are some movies set in the Amazon rain forest?,theme
The Drug Lord's Hippos,"Decades after cocaine kingpin Pablo Escobar illegally smuggled 4 hippos into Colombia, the massive creatures are now multiplying unchecked and wreaking havoc. Griff Jenkins explores the remote Colombian jungle with wildlife vets as they try to contain the rapidly expanding population of the world's deadliest land mammal.",What are some movies set in the Amazon rain forest?,theme
The Outpost,"Christopher Clark was an eco-warrior, a remarkable Scotsman who created his own personal Outpost of progress in the heart of the Amazonian rainforest. It was the model for a utopian society based on the perfect balance between nature and technology, protected and run by the inhabitants of the forest. Unfortunately, the situation got worse year by year, and in the film, a new huge wildfire now threatens to destroy the Outpost. Chris takes a gamble and decides to pit an equally spectacular event against the destruction of the forest: a Pink Floyd concert inside the green inferno, as a way to convince the Brazilian government to set up a nature reserve. To a dreamer like him, anything is possible, and he may well be right: in a world careening towards the apocalypse, being a bit crazy is the only form of resistance there is. But can we really save the rainforest? We, the children of the same capitalist system that is destroying it?",What are some movies set in the Amazon rain forest?,theme_group
Eureka,"A cowboy arrives in a village in search of his daughter, a native policewoman arrests various offenders in a snowy landscape, while her niece, a basketball coach, reunites with her grandfather for a decisive journey that will shape her future, a bird flies through time and space and begins to enter the minds and dreams of a native tribe in a the Amazon forest.",What are some movies set in the Amazon rain forest?,theme_group
Our Children's River,"Across the Amazon, Indigenous guards are unarmed patrols that peacefully defend ancestral territories against threats like oil, mining and poaching. They use diverse technologies to monitor their lands, and when necessary, force out illegal operations and actors. Most of this daily work, which involves lengthy hikes and patient observation, goes unseen.  This film depicts the process of the Indigenous Guard: its patrols, its watchful vigilance over the landscape, and its support of the community. Their work as guards helps ensure that destruction in the Amazon doesn’t advance, and that their community has the vital space it needs to live life on their own terms.",What are some movies set in the Amazon rain forest?,theme_group
Autumn and the Black Jaguar,"Grown up in the Amazon rainforest, Autumn lives with Hope, the cute baby jaguar she adopted. However, a circumstance forces Autumn to return to New York. Autumn goes back into the jungle to save Hope from grave danger.",What are some movies set in the Amazon rain forest?,theme_group
Lost Brother,"Deep in the Amazon rainforest, there is a mysterious tree that houses a lonely spirit that can lure small children into the forest where they will never be seen again. Two sisters play with a small spider, as if it was their long lost brother – a dance between captivity and protection. And a flock of vultures circle the sky, eagerly waiting for their next meal.",What are some movies set in the Amazon rain forest?,theme_group
Letter from Peru,"My first love, Michaël, died at the age of 20, killed in the Peruvian jungle in the fall of 2000. 22 years later, I go for the first time to the Amazon, under the direction of Apichatpong Weerasethakul, to the place where Michi lost his life.",What are some movies set in the Amazon rain forest?,theme_group
Chamán,The old Shaman makes his last trip to the Amazon jungle in search of a special beeswax for arrows that he learned to make when he had not yet been contacted by Western culture,What are some movies set in the Amazon rain forest?,theme_group
strip of eyelid finds its morning,The rainforest bears witness to life; life bears witness to the rainforest.,What are some movies set in the Amazon rain forest?,theme_group
Kinderen van Mavungu,"A film for the whole family! Kinderen van Mavungu (Mirjam Marks) is about the last primary school year of Yoseva, Kenny and Maticha in Pikin Slee, deep in the Surinamese rainforest. A mysterious world full of rituals and forest gods. The main forest god: Mavungu, who watches over the children in this exciting world full of snakes, piranhas and vine swinging. Featuring the voice of musician Typhoon.",What are some movies set in the Amazon rain forest?,theme_group
Portrait of a Certain Orient,"At the end of the 1940s, Lebanon is sliding towards a devastating conflict. Catholic siblings Emilie and Emir decide to leave for Brazil. Aboard the ship to their new home, Emilie falls in love with Omar, a Muslim merchant. For an enraged and jealous Emir, the relationship is intolerable. As the story unfolds against the backdrop of the majestic rainforest, Emir’s actions and the choice that Emilie subsequently makes lead to disastrous consequences.",What are some movies set in the Amazon rain forest?,theme_group
While there is still jungle left,"Amado cut down twenty-five trees a day during the seven years he was a feller. Yadira grew up believing that as a woman, her possibilities were restricted to the home, but her desire was to be independent. They both live in the province of Esmeraldas, near the Canandé River in the Ecuadorian Chocó lowlands. Despite living in a reality where sources of work are mainly extractive, both have found ways to conserve the jungle in which they live.",What are some movies set in the Amazon rain forest?,theme_group
The Third World After the Sun,"In the dense Colombian jungle, eras jump, genders blur and fluids flow freely. The rubber trees, tapped for their viscous sap, take on another connotation of kink while a 15th century European Missionary tries to tame what is inherently savage. In the thicket of trees, all things are wild, animalistic and queer.",What are some movies set in the Amazon rain forest?,theme_group
The Lumberjack,"When Beatriz found out an illicit timber trade in the forest reserve, she is forced to seek refuge deep in the jungle to ensure her survival. However, as soon as she enters this wild world, she finds herself facing an even more terrifying threat: a deranged woodcutter, on the verge of madness.",What are some movies set in the Amazon rain forest?,theme_group
Los Misticos,"In a remote village within a Peruvian jungle, a boy finds himself in between the natural world and the spirit world. Through this, he gains an acute awareness of the energy of his long lost ancestors.",What are some movies set in the Amazon rain forest?,theme_group
Snake Gas,"This loose adaptation of Joseph Conrad's Heart of Darkness follows Robert Klein as he sets out to find his brother, who disappeared under mysterious circumstances.",What are some movies set in the Amazon rain forest?,theme_group
Bye Bye Amazônia,Neville D'Almeida’s “Bye Bye Amazônia” tackles on the problems that plague the world’s biggest rainforest and its native people.,What are some movies set in the Amazon rain forest?,theme_group
Out of Jungle,"25 composers, 25 filmmakers, 25 ultimate symbioses of music and cinematography that fit completely within the DNA of Film Fest Gent and the World Soundtrack Awards. For the unique 2x25 project, the festival asked 25 composers to compose a short piece of music, after which 25 filmmakers made a short film. The result: 25 exceptional films where the music inspired the form, narrative and texture.",What are some movies set in the Amazon rain forest?,theme_group
The Handmade Jungle,"Upon stumbling across others bearing his name, Mat attempts to uncover the secret behind the creation of the jungle.",What are some movies set in the Amazon rain forest?,theme_group
Children of God,"Heart of Uganda. Mulajje, a jungle-surrounded town, receives the visit of foreigners from distant countries. Local community is exposed to AIDS, malaria and poverty. The documentary explores the siblinghood among human beings.",What are some movies set in the Amazon rain forest?,theme_group
I am the King of Jungle,"After hearing Miss Dorna's story about the king of the jungle, the lion cub begins to pretend to be the main one, gives orders and behaves like a dictator. Among the animals there are those who are ready to serve him, but more than those who do not want to obey.",What are some movies set in the Amazon rain forest?,theme_group
Dora: Say Hola to Adventure!,"It’s Dora, the world’s most famous exploradora, like you’ve never seen her before! Join her and ALL her friends for BRAND NEW, magical adventures in the rainforest!",What are some movies set in the Amazon rain forest?,theme_group
Return of the Jungle,"Nine year old Mihir and his friends are faced with the daunting task of outwitting the biggest, meanest bully in school, Rahul Malhotra. To help them ride through this impossible journey, they turn to Thatha and his fantastic tales of inspiration from the ancient Jungles of India. Together, they must build a ruthless dinosaur, fight a nerve- racking game of cricket and travel all the way to Rajasthan, to rediscover the power of friendship, compassion and determination.",What are some movies set in the Amazon rain forest?,theme_group
Jungle,"A flock of flamingos has been flying over Bogota in the past few days. Nobody knows where the birds came from, but it's clear that they are lost. Julian is also lost: he has been working in a call centre for five years, living on autopilot, and feeling completely disconnected from life. A mysterious phone call at work pushes him to disappear without a trace. Jungle follows Julian's last days in Bogota, his interactions with the people who mean something to him, and his final journey towards oblivion.",What are some movies set in the Amazon rain forest?,theme_group
Allan Quatermain and the Spear of Destiny,"Allan Quatermain leads a team to stop a clandestine organization from reviving ancient evil. Through forgotten tombs and deadly jungles, they face deadly traps and Nazi zombies in an epic battle for humanity's fate.",What are some movies set in the Amazon rain forest?,theme_group
Manu: A Visual Album,"A meditative film and counterpart to the eponymous album by composer and violinist Bryan Senti, interweaving neoclassical and indigenous Latin American music. Memories document something distant yet also familiar. Manu: A Visual Album is a documentation of the landscapes and traditions of Ecuador that are on the verge of disappearing. Filmed entirely on 16mm, it explores the highlands of the Andes, the coast of Ecuador and parts of the Amazon.",What are some movies set in the Amazon rain forest?,theme_group
I am the nature,A poetic perspective on the environment from the Achuar peoples of the Amazon Rainforest.,What are some movies set in the Amazon rain forest?,theme_group
Pimpi,The anecdotes lived with Pimpi conclude in a tragic experience for his family. The story takes place in a small town in the middle of the Colombian Pacific jungle. Past and present mix to form a story where the town and its inhabitants are witnesses of the struggle of black people.,What are some movies set in the Amazon rain forest?,theme_group
I Saw Three Black Lights,"A wise old man embarks on his final journey, entering the Colombian jungle to find a place to die. But the paramilitary soldiers who control the area endanger his peaceful transition to the realm of the dead.",What are some movies set in the Amazon rain forest?,theme_group
Ozi: Voice of the Forest,"This is the story of Ozi, an orphan orangutan, who uses her influencer skills to save her forest and home from deforestation.",What are some movies set in the Amazon rain forest?,theme_group
People from the Heart of the Earth,"The collective Guahu’i Guyra spent three years filming their people, the Guarani-Kaiowá, original inhabitants of a piece of land in Brazil. Much of of their ancestral lands have been destroyed by monoculture and deforestation. In the small territory they managed to retake, a few families try to live according to their traditional way of life, devoting a lot of attention to each other and their environment.",What are some movies set in the Amazon rain forest?,theme_group
